Instrument_Program,Is_Drum,Start_Time,End_Time,Pitch,Velocity
0,False,237.4578,237.9557,41,64
0,False,234.9207,237.961,48,64
0,False,236.4462,237.961,87,124
0,False,234.9207,237.9663,84,58
0,False,234.926,237.9663,53,64
0,False,237.9663,240.4981,91,127
0,False,240.5087,240.7629,89,116
0,False,237.9716,241.0119,50,64
0,False,237.9663,241.0172,82,64
0,False,237.9663,241.0172,43,64
0,False,237.9769,241.0172,79,59
0,False,237.9769,241.0172,55,64
0,False,240.7629,241.0172,87,123
0,False,241.0172,242.5426,86,119
0,False,241.0172,244.0574,83,59
0,False,241.0172,244.0574,47,64
0,False,241.0224,244.0627,50,64
0,False,241.0277,244.0627,79,59
0,False,241.0277,244.0627,55,64
0,False,242.5426,244.0627,89,123
0,False,244.068,245.5934,68,96
0,False,244.0733,245.5934,72,95
0,False,244.0786,245.5934,75,90
0,False,245.5987,246.6104,72,88
0,False,244.068,247.1083,44,96
0,False,246.6104,247.1083,72,86
0,False,244.0733,247.1136,51,96
0,False,244.0786,247.1188,56,96
0,False,245.5934,247.1188,68,90
0,False,245.604,247.1188,79,94
0,False,247.1188,248.6443,68,91
0,False,247.1241,248.6443,72,94
0,False,247.1294,248.6443,75,88
0,False,247.1188,249.6612,44,96
0,False,248.6496,249.6612,72,97
0,False,249.6612,250.1591,44,96
0,False,247.1241,250.1644,51,96
0,False,247.1294,250.1697,56,96
0,False,248.6443,250.1697,68,96
0,False,248.6549,250.1697,79,93
0,False,249.6612,250.1697,72,91
0,False,250.1697,251.6951,67,91
0,False,250.175,251.6951,70,89
0,False,250.1803,251.6951,75,93
0,False,251.7004,252.7121,75,91
0,False,250.1697,253.21,39,96
0,False,252.7121,253.21,75,88
0,False,250.175,253.2153,46,96
0,False,250.1803,253.2205,51,96
0,False,251.6951,253.2205,70,99
0,False,251.7057,253.2205,79,99
0,False,253.2205,254.2375,75,97
0,False,253.2205,254.746,77,97
0,False,253.2258,254.746,67,87
0,False,253.2311,254.746,70,90
0,False,254.2534,254.7513,75,88
0,False,253.2205,255.7629,39,96
0,False,254.7566,255.7629,75,98
0,False,255.7629,256.2608,39,96
0,False,253.2258,256.2661,46,96
0,False,253.2311,256.2714,51,96
0,False,254.746,256.2714,79,96
0,False,254.7513,256.2714,70,93
0,False,255.7629,256.2714,75,91
0,False,256.2714,257.7862,65,100
0,False,256.2767,257.7968,68,87
0,False,256.282,257.7968,72,97
0,False,257.7968,258.5489,68,88
0,False,256.2714,259.3117,41,96
0,False,257.7968,259.3117,77,94
0,False,256.2767,259.317,48,96
0,False,258.5648,259.317,68,86
0,False,256.282,259.3222,53,96
0,False,257.8021,259.3222,72,93
0,False,257.8074,259.3222,79,86
0,False,259.3222,260.0744,67,89
0,False,259.3275,260.8424,72,86
0,False,259.3328,260.8477,77,94
0,False,260.0956,260.8477,67,86
0,False,260.8477,261.3456,79,94
0,False,261.3614,261.8593,79,94
0,False,259.3222,261.8646,41,96
0,False,261.8699,262.1189,79,94
0,False,260.8477,262.3625,68,87
0,False,261.8646,262.3625,41,96
0,False,259.3275,262.3678,48,96
0,False,260.853,262.3678,72,88
0,False,262.1189,262.3678,80,88
0,False,259.3328,262.3731,53,96
0,False,262.3731,263.1358,70,96
0,False,263.1358,263.8879,70,86
0,False,262.3784,263.8985,74,99
0,False,262.3837,263.8985,79,88
0,False,263.8985,264.407,70,85
0,False,262.3731,264.9155,43,96
0,False,264.407,265.4134,70,86
0,False,264.9155,265.4134,46,96
0,False,262.3784,265.4187,50,96
0,False,262.3837,265.424,55,96
0,False,263.9038,265.424,74,87
0,False,263.9091,265.424,79,88
0,False,265.424,266.1867,71,92
0,False,266.1867,266.9388,71,86
0,False,265.4292,266.9494,74,85
0,False,265.4345,266.9494,79,89
0,False,266.9547,267.4578,74,86
0,False,266.96,267.4578,77,88
0,False,267.4578,267.961,75,86
0,False,266.9494,267.9663,71,98
0,False,265.424,268.4642,47,96
0,False,267.9663,268.4642,71,84
0,False,265.4292,268.4695,50,96
0,False,267.9663,268.4695,74,86
0,False,265.4345,268.4748,55,96
0,False,268.4854,268.9833,75,90
0,False,268.9833,269.9896,75,90
0,False,268.4748,270.0002,68,96
0,False,268.4801,270.0002,72,95
0,False,270.0108,270.5087,79,94
0,False,270.0055,271.0172,72,88
0,False,268.4748,271.5151,44,96
0,False,270.5087,271.5151,79,94
0,False,271.0172,271.5151,72,86
0,False,268.4801,271.5204,51,96
0,False,268.4854,271.5256,56,96
0,False,270.0002,271.5256,68,90
0,False,271.5362,272.0341,75,88
0,False,271.5256,273.0511,68,91
0,False,271.5309,273.0511,72,94
0,False,272.0447,273.0511,75,88
0,False,273.0617,273.5596,79,93
0,False,273.5596,274.0574,79,93
0,False,271.5256,274.068,44,96
0,False,273.0564,274.068,72,97
0,False,274.068,274.5659,44,96
0,False,274.068,274.5659,80,93
0,False,271.5309,274.5712,51,96
0,False,271.5362,274.5765,56,96
0,False,273.0511,274.5765,68,96
0,False,274.068,274.5765,72,91
0,False,274.5871,275.0691,75,93
0,False,274.5765,276.1019,67,91
0,False,274.5818,276.1019,70,89
0,False,275.0744,276.1019,75,93
0,False,276.1125,276.6104,79,99
0,False,276.1072,277.1189,75,91
0,False,274.5765,277.6168,39,96
0,False,276.6104,277.6168,79,99
0,False,277.1189,277.6168,75,88
0,False,274.5818,277.6221,46,96
0,False,274.5871,277.6274,51,96
0,False,276.1019,277.6274,70,99
0,False,277.6274,278.1358,75,97
0,False,277.6274,278.6443,77,97
0,False,277.6326,279.1528,67,87
0,False,277.6379,279.1528,70,90
0,False,278.1411,279.1581,75,97
0,False,278.6496,279.1581,77,96
0,False,279.1528,279.6612,82,96
0,False,277.6274,280.1697,39,96
0,False,279.1634,280.1697,75,98
0,False,279.6612,280.1697,80,96
0,False,280.1697,280.6676,39,96
0,False,277.6326,280.6729,46,96
0,False,277.6379,280.6782,51,96
0,False,279.1581,280.6782,70,93
0,False,280.1697,280.6782,75,91
0,False,280.1697,280.6782,79,96
0,False,280.6782,282.193,65,100
0,False,280.6835,282.2036,68,87
0,False,280.6888,282.2036,72,97
0,False,282.2036,282.9557,68,88
0,False,282.2036,282.9557,77,94
0,False,282.2089,282.9663,72,93
0,False,282.2142,282.9663,79,86
0,False,280.6782,283.7185,41,96
0,False,282.9663,283.7185,79,88
0,False,282.9663,283.7185,68,88
0,False,282.9663,283.7185,77,94
0,False,280.6835,283.7238,48,96
0,False,280.6888,283.729,53,96
0,False,282.9716,283.729,72,93
0,False,283.729,284.4812,67,89
0,False,283.7343,284.4865,72,86
0,False,283.7396,284.4918,77,94
0,False,284.4918,285.2439,67,89
0,False,284.4971,285.2492,72,86
0,False,284.5024,285.2545,77,94
0,False,285.2545,285.7524,68,87
0,False,285.2545,285.7524,79,94
0,False,285.2598,285.7577,72,88
0,False,285.7577,286.2555,68,87
0,False,285.7682,286.2661,79,94
0,False,285.7682,286.2661,72,88
0,False,283.729,286.2714,41,96
0,False,286.2767,286.5204,79,94
0,False,286.2661,286.764,72,88
0,False,286.2714,286.7693,41,96
0,False,286.2714,286.7693,68,87
0,False,283.7343,286.7746,48,96
0,False,286.5257,286.7746,80,88
0,False,283.7396,286.7799,53,96
0,False,286.7799,287.5426,70,96
0,False,287.5426,288.2947,70,86
0,False,286.7852,288.3053,74,99
0,False,286.7905,288.3053,79,88
0,False,288.3053,288.8138,70,85
0,False,286.7799,289.3223,43,96
0,False,288.3106,289.3223,74,87
0,False,288.8138,289.8202,70,86
0,False,289.3223,289.8202,46,96
0,False,286.7852,289.8255,50,96
0,False,286.7905,289.8307,55,96
0,False,288.3159,289.8307,79,88
0,False,289.3223,289.8307,74,92
0,False,289.8307,290.3392,71,92
0,False,289.836,290.3392,74,85
0,False,289.8413,290.3392,79,89
0,False,290.3392,290.8371,71,86
0,False,290.3392,290.8424,74,85
0,False,290.3445,290.8424,79,89
0,False,290.8424,291.3456,74,85
0,False,290.8477,291.3456,79,86
0,False,290.8477,291.3456,83,89
0,False,291.3562,291.8646,83,98
0,False,291.3615,291.8646,77,86
0,False,291.3668,291.8646,79,88
0,False,291.3721,291.8699,86,88
0,False,291.8646,292.3625,83,86
0,False,291.8699,292.3731,77,86
0,False,291.8752,292.3731,79,88
0,False,291.8805,292.3784,86,88
0,False,289.8307,292.871,47,96
0,False,292.3731,292.871,83,84
0,False,289.836,292.8763,50,96
0,False,289.8413,292.8816,55,96
0,False,292.3784,292.8816,77,86
0,False,292.3837,292.8816,79,88
0,False,292.389,292.8816,86,88
0,False,292.8869,293.3901,84,95
0,False,292.8816,293.888,87,90
0,False,292.8816,293.8986,80,96
0,False,292.8922,294.407,75,90
0,False,293.3901,294.407,84,96
0,False,293.9091,294.407,80,86
0,False,294.407,294.9155,68,90
0,False,294.4123,295.424,72,88
0,False,292.8816,295.9219,44,96
0,False,294.9155,295.9219,68,86
0,False,295.424,295.9219,72,86
0,False,292.8869,295.9272,51,96
0,False,292.8922,295.9324,56,96
0,False,294.4176,295.9324,75,94
0,False,295.9324,296.4409,68,91
0,False,295.9377,296.9494,72,94
0,False,296.9494,297.4473,72,86
0,False,296.4462,297.4526,68,86
0,False,295.943,297.4579,77,88
0,False,297.4579,297.9664,68,96
0,False,295.9324,298.4748,44,96
0,False,297.4632,298.4748,72,97
0,False,298.4748,298.9727,44,96
0,False,298.4748,298.9727,72,86
0,False,295.9377,298.978,51,96
0,False,295.943,298.9833,56,96
0,False,297.4685,298.9833,75,93
0,False,297.9664,298.9833,68,96
0,False,298.9833,299.4918,63,91
0,False,298.9886,300.0002,67,89
0,False,300.0002,300.4981,67,86
0,False,298.9939,300.5087,70,93
0,False,299.4918,300.5087,63,91
0,False,300.5087,301.0172,63,99
0,False,300.514,301.5257,67,91
0,False,298.9833,302.0236,39,96
0,False,301.0172,302.0236,63,88
0,False,298.9886,302.0289,46,96
0,False,301.5416,302.0289,67,88
0,False,298.9939,302.0341,51,96
0,False,300.5193,302.0341,70,99
0,False,302.0394,302.5426,67,87
0,False,302.0447,303.0511,70,90
0,False,302.0341,303.5596,77,97
0,False,303.0564,303.5596,70,87
0,False,302.5532,303.5649,67,87
0,False,303.5649,304.068,67,93
0,False,302.0341,304.5765,39,96
0,False,303.5702,304.5765,70,98
0,False,304.5765,305.0744,39,96
0,False,302.0394,305.0797,46,96
0,False,304.068,305.0797,67,87
0,False,304.5765,305.0797,70,87
0,False,302.0447,305.085,51,96
0,False,303.5596,305.085,75,96
0,False,305.0903,305.5935,68,87
0,False,305.0956,306.102,72,97
0,False,305.085,306.5998,65,100
0,False,305.5935,306.6051,68,87
0,False,306.1072,306.6051,72,97
0,False,306.6157,307.1189,68,93
0,False,306.621,307.6168,72,86
0,False,305.0903,308.12,75,96
0,False,305.085,308.1253,41,96
0,False,306.6104,308.1253,65,88
0,False,305.0903,308.1306,48,96
0,False,307.1189,308.1306,68,87
0,False,307.6274,308.1306,72,87
0,False,305.0956,308.1358,53,96
0,False,308.1464,308.6443,77,94
0,False,308.6496,309.1475,75,94
0,False,308.1358,309.6507,68,89
0,False,309.1528,309.6507,74,94
0,False,308.1411,309.656,72,86
0,False,309.6613,310.1592,75,94
0,False,310.1697,310.6676,74,94
0,False,308.1358,310.6782,41,96
0,False,309.6613,310.9219,68,87
0,False,309.6666,310.9272,72,88
0,False,310.6782,311.1761,77,94
0,False,310.6782,311.1761,41,96
0,False,308.1411,311.1814,48,96
0,False,308.1464,311.1867,53,96
0,False,311.192,311.6952,74,99
0,False,311.1867,312.2036,70,96
0,False,312.2036,312.7015,70,86
0,False,311.7005,312.7068,74,94
0,False,311.1973,312.7121,79,88
0,False,312.7174,313.2206,74,99
0,False,311.1867,313.7291,43,96
0,False,312.7121,313.7291,70,96
0,False,313.7291,314.227,46,96
0,False,313.7291,314.227,70,86
0,False,311.192,314.2323,50,96
0,False,313.2259,314.2323,74,94
0,False,311.1973,314.2376,55,96
0,False,312.7227,314.2376,79,88
0,False,313.9833,314.2376,80,88
0,False,314.2428,314.746,74,85
0,False,314.2376,315.2545,71,92
0,False,314.746,315.7524,74,94
0,False,315.2598,315.7577,71,86
0,False,314.2481,315.763,79,89
0,False,315.7683,316.2714,74,86
0,False,315.7736,316.2714,77,88
0,False,316.2714,316.7746,75,86
0,False,315.763,316.7799,71,98
0,False,314.2376,317.2778,47,96
0,False,314.2428,317.2831,50,96
0,False,316.7799,317.2831,74,86
0,False,316.7852,317.2831,71,84
0,False,314.2481,317.2884,55,96
0,False,317.2884,317.7969,68,96
0,False,317.2937,318.3053,72,95
0,False,317.299,318.8138,75,90
0,False,317.7969,318.8138,68,96
0,False,318.3159,318.8138,72,86
0,False,318.8191,319.3223,72,88
0,False,318.8244,319.8308,75,94
0,False,317.2884,320.3287,44,96
0,False,319.3223,320.3287,72,86
0,False,319.8308,320.3287,75,86
0,False,317.2937,320.334,51,96
0,False,317.299,320.3392,56,96
0,False,318.8138,320.3392,68,90
0,False,320.3392,320.8477,80,91
0,False,320.3498,321.3562,77,88
0,False,320.3392,321.8541,84,88
0,False,321.3562,321.8541,75,86
0,False,320.853,321.8594,80,86
0,False,321.8647,322.3731,80,96
0,False,320.3392,322.8816,44,96
0,False,321.8753,322.8816,75,93
0,False,321.8647,323.3795,82,99
0,False,322.8816,323.3795,44,96
0,False,320.3445,323.3848,51,96
0,False,322.8869,323.3848,75,86
0,False,320.3498,323.3901,56,96
0,False,322.3731,323.3901,80,96
0,False,323.3901,323.8986,63,91
0,False,323.3954,324.407,67,89
0,False,324.407,324.9049,67,86
0,False,323.4007,324.9155,70,93
0,False,323.8986,324.9155,63,91
0,False,324.9208,325.424,70,91
0,False,324.9261,325.9325,75,99
0,False,323.3901,326.4304,39,96
0,False,325.424,326.4304,70,88
0,False,323.3954,326.4357,46,96
0,False,325.9484,326.4357,75,88
0,False,323.4007,326.441,51,96
0,False,324.9155,326.441,67,99
0,False,326.4462,326.9494,79,87
0,False,326.441,327.4473,77,88
0,False,326.441,327.9558,84,99
0,False,327.4579,327.9558,75,86
0,False,326.4515,327.9664,82,90
0,False,326.96,327.9717,79,87
0,False,327.977,328.4748,79,98
0,False,326.441,328.9833,39,96
0,False,327.9664,328.9833,75,96
0,False,327.9664,329.4812,82,88
0,False,328.9833,329.4812,39,96
0,False,326.4462,329.4865,46,96
0,False,328.4748,329.4865,79,87
0,False,326.4515,329.4918,51,96
0,False,328.9833,329.4918,75,96
0,False,329.4971,330.0003,68,87
0,False,329.5024,330.5087,72,97
0,False,329.4971,331.0013,75,96
0,False,329.4918,331.0066,65,100
0,False,330.0003,331.0119,68,87
0,False,330.514,331.0119,72,97
0,False,331.0225,331.5257,72,93
0,False,331.0278,332.0236,75,86
0,False,331.0172,332.5215,80,96
0,False,329.4918,332.5321,41,96
0,False,331.0172,332.5321,68,88
0,False,329.4971,332.5374,48,96
0,False,331.5257,332.5374,72,87
0,False,332.0342,332.5374,75,87
0,False,329.5024,332.5426,53,96
0,False,332.5426,333.0405,84,94
0,False,332.5532,333.0511,77,94
0,False,333.0511,333.549,82,94
0,False,333.0564,333.5543,75,94
0,False,333.5596,334.0575,74,94
0,False,333.5596,334.0575,79,94
0,False,332.5479,334.0628,72,86
0,False,334.0681,334.566,75,94
0,False,334.0681,334.566,82,94
0,False,334.5766,335.0744,74,94
0,False,334.5766,335.0744,79,94
0,False,332.5426,335.085,41,96
0,False,335.085,335.5829,77,94
0,False,335.085,335.5829,41,96
0,False,335.085,335.5829,82,94
0,False,332.5479,335.5882,48,96
0,False,334.0734,335.5882,72,88
0,False,332.5532,335.5935,53,96
0,False,335.6041,336.102,79,88
0,False,335.5988,336.6104,74,99
0,False,335.5935,337.1083,84,94
0,False,336.6104,337.1083,74,86
0,False,336.1073,337.1136,79,94
0,False,337.1189,337.6274,70,96
0,False,337.1295,337.6274,79,88
0,False,335.5935,338.1359,43,96
0,False,337.1242,338.1359,74,99
0,False,337.1189,338.6338,82,94
0,False,338.1359,338.6338,46,96
0,False,338.1359,338.6338,74,86
0,False,335.5988,338.6391,50,96
0,False,337.6327,338.6391,79,94
0,False,335.6041,338.6443,55,96
0,False,338.3901,338.6443,80,88
0,False,338.6496,339.1528,74,85
0,False,338.6443,339.6613,71,92
0,False,339.1528,340.1592,74,94
0,False,339.6666,340.1645,71,86
0,False,338.6549,340.1698,79,89
0,False,340.1751,340.6782,74,86
0,False,340.1698,341.1867,71,98
0,False,338.6443,341.6846,47,96
0,False,338.6496,341.6899,50,96
0,False,340.6782,341.6899,74,86
0,False,341.192,341.6899,71,84
0,False,338.6549,341.6952,55,96
0,False,340.1804,341.6952,79,88
0,False,341.7058,342.2037,75,90
0,False,342.2037,342.4473,75,90
0,False,341.6952,343.21,44,96
0,False,342.4579,343.21,75,90
0,False,341.7005,343.2153,51,96
0,False,341.6952,343.2206,68,96
0,False,341.7005,343.2206,72,95
0,False,343.2312,343.7291,79,94
0,False,343.7397,343.9833,79,90
0,False,343.2259,344.2376,72,88
0,False,343.2206,344.7355,44,96
0,False,343.9833,344.7355,79,94
0,False,344.2376,344.7355,72,86
0,False,343.2259,344.7408,51,96
0,False,341.7058,344.746,56,96
0,False,343.2206,344.746,68,90
0,False,344.7566,345.2439,75,88
0,False,345.2439,345.4876,75,88
0,False,345.5088,346.2609,75,90
0,False,344.7513,346.2662,51,96
0,False,344.746,346.2715,44,96
0,False,344.746,346.2715,68,91
0,False,344.7513,346.2715,72,94
0,False,344.7566,346.2715,56,96
0,False,346.2715,347.2884,46,96
0,False,346.2768,347.2884,72,97
0,False,346.2715,347.7863,56,96
0,False,347.2884,347.7863,44,96
0,False,346.2768,347.7916,51,96
0,False,346.2715,347.7969,68,96
0,False,346.2821,347.7969,79,93
0,False,347.2884,347.7969,72,91
0,False,347.8075,348.3001,75,93
0,False,348.3001,348.549,75,93
0,False,347.7969,349.3117,39,96
0,False,347.8022,349.317,46,96
0,False,348.5596,349.317,75,93
0,False,347.7969,349.3223,67,91
0,False,347.8022,349.3223,70,89
0,False,349.3329,349.8308,79,99
0,False,349.8361,350.0797,79,99
0,False,349.3276,350.3393,75,91
0,False,349.317,350.8319,39,96
0,False,349.3223,350.8372,46,96
0,False,350.3393,350.8372,75,88
0,False,347.8075,350.8477,51,96
0,False,349.3223,350.8477,70,99
0,False,350.085,350.8477,79,97
0,False,350.8477,351.3562,75,97
0,False,351.3615,351.87,75,97
0,False,350.853,352.3679,46,96
0,False,350.8477,352.3732,39,96
0,False,350.8477,352.3732,77,97
0,False,350.853,352.3732,67,87
0,False,350.8583,352.3732,70,90
0,False,350.8583,352.3732,51,96
0,False,351.8806,352.3785,75,88
0,False,352.3732,353.3901,39,96
0,False,352.3838,353.3901,75,98
0,False,353.3901,353.888,39,96
0,False,352.3785,353.8933,46,96
0,False,352.3732,353.8986,79,96
0,False,352.3785,353.8986,70,93
0,False,352.3838,353.8986,51,96
0,False,353.3901,353.8986,75,91
0,False,353.9092,354.3912,72,97
0,False,354.4124,354.6507,75,93
0,False,353.8986,355.4134,41,96
0,False,353.8986,355.4134,65,100
0,False,353.9039,355.4187,48,96
0,False,354.6613,355.4187,75,93
0,False,353.9039,355.424,68,87
0,False,355.4346,355.9113,79,86
0,False,355.9219,356.1603,79,93
0,False,355.424,356.1761,68,88
0,False,356.1814,356.9283,79,93
0,False,355.424,356.9389,77,94
0,False,355.424,356.9389,41,96
0,False,355.4293,356.9442,48,96
0,False,356.192,356.9442,68,86
0,False,353.9092,356.9494,53,96
0,False,355.4293,356.9494,72,93
0,False,356.9494,357.7016,67,89
0,False,357.4685,357.7069,75,93
0,False,356.9547,358.4696,72,86
0,False,356.9547,358.4696,48,96
0,False,356.9494,358.4749,41,96
0,False,356.96,358.4749,53,96
0,False,356.96,358.4749,77,94
0,False,357.7175,358.4749,75,93
0,False,357.7228,358.4749,67,86
0,False,358.4749,358.9728,79,94
0,False,358.9886,359.4865,79,94
0,False,358.4749,359.4918,41,96
0,False,359.4971,359.7461,79,94
0,False,358.4749,359.9897,68,87
0,False,359.4918,359.9897,41,96
0,False,358.4802,359.995,72,88
0,False,358.4802,359.995,48,96
0,False,359.7461,359.995,80,88
0,False,358.4855,360.0003,53,96
0,False,360.0003,360.763,70,96
0,False,360.763,361.5151,70,86
0,False,360.0056,361.5204,50,96
0,False,360.0003,361.5257,43,96
0,False,360.0056,361.5257,74,99
0,False,360.0109,361.5257,79,88
0,False,361.5257,362.0342,70,85
0,False,361.5257,362.5427,43,96
0,False,362.0342,363.0406,70,86
0,False,362.5427,363.0406,46,96
0,False,361.531,363.0459,50,96
0,False,360.0109,363.0511,55,96
0,False,361.531,363.0511,74,87
0,False,361.5363,363.0511,79,88
0,False,363.0511,363.8139,71,92
0,False,363.0511,364.566,47,96
0,False,363.8139,364.566,71,86
0,False,363.0564,364.5713,50,96
0,False,363.0564,364.5766,74,85
0,False,363.0617,364.5766,55,96
0,False,363.0617,364.5766,79,89
0,False,364.5819,365.085,74,86
0,False,364.5872,365.085,77,88
0,False,365.085,365.5829,75,88
0,False,364.5766,365.5935,71,98
0,False,365.5935,366.0596,74,86
0,False,364.5766,366.0914,47,96
0,False,365.5935,366.0914,71,84
0,False,364.5819,366.0967,50,96
0,False,364.5872,366.102,55,96
0,False,366.1126,366.6105,75,90
0,False,366.6105,366.8541,75,90
0,False,366.102,367.6168,44,96
0,False,366.8647,367.6168,75,90
0,False,366.1073,367.6221,51,96
0,False,366.102,367.6274,68,96
0,False,366.1073,367.6274,72,95
0,False,367.638,368.1359,79,94
0,False,368.1412,368.3848,79,94
0,False,367.6327,368.6444,72,88
0,False,367.6274,369.1423,44,96
0,False,368.6444,369.1423,72,86
0,False,367.6327,369.1476,51,96
0,False,368.4007,369.1476,79,94
0,False,366.1126,369.1528,56,96
0,False,367.6274,369.1528,68,90
0,False,369.1634,369.6613,75,88
0,False,369.6719,369.905,75,88
0,False,369.9156,370.6677,75,88
0,False,369.1581,370.673,51,96
0,False,369.1528,370.6783,68,91
0,False,369.1528,370.6783,44,96
0,False,369.1581,370.6783,72,94
0,False,369.1634,370.6783,56,96
0,False,370.6783,371.1867,84,91
0,False,370.6783,371.1867,46,96
0,False,370.6783,371.1867,56,96
0,False,370.6836,371.1867,51,96
0,False,370.6889,371.1867,79,93
0,False,371.1867,371.6846,79,93
0,False,370.6836,371.6952,72,97
0,False,371.1867,371.6952,84,91
0,False,371.1867,371.6952,51,96
0,False,371.1867,371.6952,46,96
0,False,371.1867,371.6952,56,96
0,False,371.6952,372.1931,44,96
0,False,371.6952,372.1931,80,93
0,False,371.6952,372.1931,56,96
0,False,371.6952,372.1984,51,96
0,False,371.6952,372.2037,72,91
0,False,371.6952,372.2037,84,91
0,False,372.2143,372.6963,75,93
0,False,372.7016,372.9664,75,93
0,False,372.2037,373.7185,39,96
0,False,372.209,373.7238,46,96
0,False,372.9717,373.7238,75,88
0,False,372.2037,373.7291,79,91
0,False,372.209,373.7291,70,89
0,False,373.7397,374.227,79,99
0,False,374.2376,374.4812,79,99
0,False,373.7344,374.7461,75,91
0,False,373.7238,375.2387,39,96
0,False,373.7291,375.244,46,96
0,False,374.7461,375.244,75,88
0,False,374.4971,375.2493,79,88
0,False,372.2143,375.2546,51,96
0,False,373.7291,375.2546,70,99
0,False,375.2546,375.763,75,97
0,False,375.2546,376.2715,77,97
0,False,375.2598,376.2715,67,87
0,False,375.2598,376.7747,46,96
0,False,375.2546,376.78,39,96
0,False,375.2651,376.78,51,96
0,False,375.2651,376.78,70,90
0,False,375.7683,376.7853,75,97
0,False,376.2768,376.7853,77,96
0,False,376.78,377.2779,87,98
0,False,376.78,377.2884,82,96
0,False,376.78,377.2884,39,96
0,False,376.7853,377.2884,46,96
0,False,376.7906,377.2884,51,96
0,False,377.2937,377.7916,84,98
0,False,376.7906,377.7969,75,98
0,False,377.2884,377.7969,80,96
0,False,377.2884,377.7969,51,96
0,False,377.2884,377.7969,46,96
0,False,377.2884,377.7969,39,96
0,False,377.7916,378.2895,82,98
0,False,377.7916,378.2895,70,98
0,False,377.7969,378.2948,39,96
0,False,377.7969,378.2948,39,96
0,False,377.7969,378.3001,46,96
0,False,377.7969,378.3054,79,96
0,False,377.7969,378.3054,75,91
0,False,377.7969,378.3054,51,96
0,False,378.8139,379.3118,75,93
0,False,378.3054,379.8202,41,96
0,False,378.3054,379.8202,77,100
0,False,379.3223,379.8202,75,88
0,False,378.3107,379.8255,48,96
0,False,378.3107,379.8308,68,87
0,False,378.316,379.8308,72,97
0,False,379.8308,380.5829,68,88
0,False,379.8308,380.5829,77,94
0,False,379.8308,380.5829,48,96
0,False,379.8308,380.5935,41,96
0,False,379.8361,380.5935,72,93
0,False,379.8414,380.5935,79,86
0,False,380.5935,381.3457,68,88
0,False,380.5935,381.3457,77,94
0,False,380.5935,381.3457,48,96
0,False,380.5935,381.3457,79,88
0,False,378.316,381.3562,53,96
0,False,380.5935,381.3562,41,96
0,False,380.5988,381.3562,72,93
0,False,381.3562,382.1084,67,89
0,False,381.3615,382.1137,72,86
0,False,381.3615,382.1137,48,96
0,False,381.3562,382.119,41,96
0,False,381.3668,382.119,53,96
0,False,381.3668,382.119,77,94
0,False,382.119,382.6274,41,96
0,False,382.1296,382.6274,53,96
0,False,382.119,382.8711,67,89
0,False,382.119,382.8711,75,88
0,False,382.6274,382.8711,41,96
0,False,382.6274,382.8711,53,96
0,False,382.1243,382.8764,72,86
0,False,382.1243,382.8764,48,96
0,False,382.1296,382.8817,77,94
0,False,382.8817,383.3796,79,94
0,False,382.8817,383.3796,68,87
0,False,382.887,383.3849,72,88
0,False,382.8817,383.3901,41,96
0,False,382.887,383.3901,48,96
0,False,382.8923,383.3901,53,96
0,False,383.3901,383.6391,48,96
0,False,383.3901,383.6444,53,96
0,False,383.3901,383.6444,41,96
0,False,383.3849,383.8827,68,87
0,False,383.3954,383.8933,79,94
0,False,383.3954,383.8933,72,88
0,False,383.6444,383.8986,41,96
0,False,383.6497,383.8986,48,96
0,False,383.655,383.8986,53,96
0,False,383.9039,384.1476,79,94
0,False,383.8933,384.3912,72,88
0,False,383.8986,384.3965,68,87
0,False,383.8986,384.3965,41,96
0,False,383.8986,384.4018,48,96
0,False,384.1529,384.4018,80,88
0,False,383.8986,384.4071,53,96
0,False,384.4071,385.1698,70,96
0,False,385.1698,385.9219,70,86
0,False,384.4124,385.9272,50,96
0,False,384.4071,385.9325,43,96
0,False,384.4124,385.9325,74,99
0,False,384.4177,385.9325,79,88
0,False,385.9325,386.441,70,85
0,False,385.9325,386.9495,43,96
0,False,385.9378,386.9495,74,87
0,False,386.441,387.4474,70,86
0,False,386.9495,387.4474,46,96
0,False,385.9378,387.4527,50,96
0,False,384.4177,387.458,55,96
0,False,385.9431,387.458,79,88
0,False,386.9495,387.458,74,92
0,False,387.458,387.9664,71,92
0,False,387.4632,387.9664,74,85
0,False,387.4685,387.9664,79,89
0,False,387.9664,388.4643,71,86
0,False,387.9664,388.4696,74,85
0,False,387.9717,388.4696,79,89
0,False,387.458,388.9728,47,96
0,False,388.4696,388.9728,74,85
0,False,388.4749,388.9728,83,89
0,False,388.4749,388.9728,79,86
0,False,387.4632,388.9781,50,96
0,False,387.4685,388.9834,55,96
0,False,388.9834,389.4918,83,98
0,False,388.9834,389.4918,47,96
0,False,388.9887,389.4918,77,86
0,False,388.9887,389.4918,50,96
0,False,388.994,389.4918,79,88
0,False,388.994,389.4918,55,96
0,False,388.9993,389.4971,86,88
0,False,389.4918,389.9897,83,86
0,False,389.4918,390.0003,55,96
0,False,389.4918,390.0003,50,96
0,False,389.4918,390.0003,47,96
0,False,389.4971,390.0003,77,86
0,False,389.5024,390.0003,79,88
0,False,389.5077,390.0056,86,88
0,False,390.0003,390.4982,83,84
0,False,390.0003,390.4982,47,96
0,False,390.0003,390.5035,50,96
